# n, config_file, trace_file, graph_file, save_dir, Sample Rate (kS/s), Duration (ms), Trigger Channel, Trigger Level (V), Trigger Edge, channels
# 280, Z:/Tweezer/Code/Python 3.5/PyDex/monitor/dqconfig 01.07.2020.dat, DAQtrace.csv, 220MHz.csv, Z:\Tweezer\Code\Python 3.5\PyDex\monitor\AWG_power_calibration, 10.0, 500.0, /Dev2/PFI0, 1.0, rising, [[Dev2/ai3, 940 power meter, 1.0, 0.0, 5.0, 1, 1]]
# name, start index, end index, [channels]; ...
# Slice0, 0, 4999, ['Dev2/ai3']
# Run, Slice0//Dev2/ai3 mean, Slice0//Dev2/ai3 stdv
10.0,0.0027774172877714737,0.0005416069715436633
20.0,0.004291214354827466,0.0007139602880444203
30.0,0.006605625925682464,0.0009071120265833046
40.0,0.009730428842478916,0.001095414131456056
50.0,0.013701767787827845,0.0013027530443654582
60.0,0.018481588806863583,0.0015650717189193517
70.0,0.024112620314915376,0.0016735259989480063
80.0,0.030720414056044285,0.002007937695950874
90.0,0.038282387846846545,0.0021632628046059283
100.0,0.04656491803246249,0.0024531844863509276
110.0,0.05547454857300046,0.0026297345578010574
120.0,0.06572963030070424,0.0028426673244933893
130.0,0.07634513841928402,0.00284008940027636
140.0,0.08803810702474361,0.002878523681736018
150.0,0.10063564738493222,0.0032129200248975655
160.0,0.11349857804424751,0.00323936822826598
170.0,0.12772776462141874,0.0034489238120330155
180.0,0.14194763538552566,0.003397421703058467
190.0,0.15721375990846753,0.0034073560688375536
200.0,0.1726466505444881,0.0032380096966757458
210.0,0.18841527876965147,0.003757904833837836
220.0,0.20546115107568957,0.003657686558130262
230.0,0.22189931236431468,0.003396679137983723
240.0,0.23664308483887062,0.003711117729719117
250.0,0.2517495223967623,0.0031219149075992045
260.0,0.26665762530503523,0.0036926531951058674
270.0,0.280389347289717,0.0027395384527310433
280.0,0.29275066572997877,0.0013886870503405958
